student_id,race,gender,ethnicity,prior_educational_experience,socio_economic_class_rank,physical_disability,mental_health_disability,specific_learning_disability,autistic_spectrum,adhd,dyslexia,other_neurodivergence,deaf_or_hearing_impaired,wheelchair_user,requires_personal_care,blind_or_visually_impaired,communication_difficulties,no_known_disabilities,academic_year,faculty_code,faculty,department_code,department,programme_code,programme
9121,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9122,Dwarf,Female,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.1,Distributed Workshop Economies
9123,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
9124,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9125,Elf,Male,Baobab,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
9126,Dwarf,Other,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
9127,Dwarf,Male,Gypsum,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
9128,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.1,Distributed Workshop Economies
9129,Elf,Female,Yew,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
9130,Elf,Other,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
9131,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,True,False,False,True,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9132,Elf,Female,Holly,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
9133,Dwarf,Female,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9134,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
9135,Elf,Female,Baobab,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.3,Transdisciplinary Design and Praxis,3.3.31,Knowledge System Prototyping
9136,Dwarf,Female,Granite,Vocational,4,False,True,False,False,True,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.42,Consensus Systems in Hybrid Societies
9137,Dwarf,Female,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.42,Consensus Systems in Hybrid Societies
9138,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
9139,Dwarf,Female,Granite,Vocational,2,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
9140,Elf,Female,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.22,Mediation
9141,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
9142,Elf,Male,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
9143,Elf,Other,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
9144,Elf,Female,Baobab,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9145,Elf,Female,Baobab,Academic,5,False,True,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9146,Dwarf,Male,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
9147,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
9148,Elf,Male,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.41,Wisdom Traditions and Moral Craft
9149,Elf,Male,Palm,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
9150,Dwarf,Female,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9151,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9152,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,False,True,False,False,False,True,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9153,Elf,Male,Baobab,Academic,5,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9154,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
9155,Dwarf,Male,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
9156,Dwarf,Male,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
9157,Dwarf,Female,Flint,Vocational,2,False,False,False,True,False,True,False,False,False,True,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9158,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.22,Mediation
9159,Dwarf,Female,Sandstone,Vocational,1,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
9160,Elf,Male,Holly,Academic,4,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
9161,Dwarf,Female,Malachite,Vocational,3,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
9162,Elf,Female,Holly,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
9163,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
9164,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9165,Elf,Other,Baobab,Academic,5,False,False,False,False,False,False,False,False,True,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.42,Consensus Systems in Hybrid Societies
9166,Dwarf,Female,Gypsum,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9167,Dwarf,Female,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9168,Dwarf,Male,Granite,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9169,Elf,Male,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
9170,Dwarf,Male,Flint,Academic,4,True,False,False,False,True,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
9171,Elf,Male,Palm,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
9172,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
9173,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.37,Storyweaving & Community Histories
9174,Dwarf,Male,Granite,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9175,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9176,Elf,Male,Baobab,Academic,2,False,False,False,True,False,False,False,False,False,False,False,True,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
9177,Elf,Male,Holly,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
9178,Dwarf,Female,Flint,Vocational,2,True,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9179,Dwarf,Female,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
9180,Dwarf,Male,Gypsum,Vocational,5,True,False,False,False,True,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.1,Distributed Workshop Economies
9181,Dwarf,Male,Granite,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9182,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
9183,Elf,Male,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.25,Timekeeping in Plural Cultures
9184,Dwarf,Female,Gypsum,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9185,Elf,Female,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
9186,Dwarf,Female,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
9187,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
9188,Dwarf,Male,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
9189,Elf,Other,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9190,Dwarf,Female,Sandstone,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
9191,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.13,Living Stone Architecture
9192,Dwarf,Male,Gypsum,Vocational,2,False,False,True,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9193,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9194,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9195,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
9196,Dwarf,Male,Granite,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
9197,Dwarf,Female,Sandstone,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9198,Dwarf,Other,Alabaster,Vocational,1,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
9199,Dwarf,Female,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
9200,Dwarf,Female,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9201,Dwarf,Female,Malachite,Vocational,5,False,False,False,True,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
9202,Elf,Male,Baobab,Academic,3,False,False,False,False,True,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
9203,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9204,Dwarf,Female,Flint,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9205,Elf,Female,Yew,Academic,1,True,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9206,Dwarf,Male,Malachite,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
9207,Elf,Female,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9208,Dwarf,Female,Flint,Vocational,4,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
9209,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9210,Dwarf,Female,Malachite,Vocational,4,False,False,False,False,False,True,True,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
9211,Dwarf,Female,Flint,Vocational,1,False,True,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9212,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
9213,Dwarf,Male,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
9214,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9215,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
9216,Elf,Male,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
9217,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.30,Pedagogies for Uncertain Times
9218,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
9219,Elf,Female,Palm,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
9220,Elf,Male,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
9221,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9222,Dwarf,Female,Alabaster,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
9223,Dwarf,Female,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.37,Storyweaving & Community Histories
9224,Elf,Male,Baobab,Academic,4,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
9225,Elf,Female,Rowan,Academic,5,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9226,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9227,Elf,Male,Ash,Vocational,4,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9228,Dwarf,Female,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
9229,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9230,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.30,Pedagogies for Uncertain Times
9231,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
9232,Elf,Male,Holly,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
9233,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.3,Transdisciplinary Design and Praxis,3.3.32,Embodied Research Methods
9234,Dwarf,Female,Alabaster,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9235,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
9236,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
9237,Elf,Male,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.13,Living Stone Architecture
9238,Dwarf,Male,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
9239,Elf,Female,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
9240,Dwarf,Female,Flint,Vocational,3,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
9241,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,True,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
9242,Dwarf,Female,Flint,Vocational,3,False,False,True,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9243,Elf,Female,Holly,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
9244,Elf,Female,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.22,Mediation
9245,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9246,Elf,Female,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
9247,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9248,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
9249,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
9250,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
9251,Dwarf,Male,Alabaster,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
9252,Elf,Female,Holly,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
9253,Elf,Male,Yew,Academic,5,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
9254,Dwarf,Male,Flint,Vocational,4,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9255,Dwarf,Female,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,True,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
9256,Elf,Male,Holly,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
9257,Dwarf,Male,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
9258,Elf,Male,Rowan,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9259,Dwarf,Female,Flint,Vocational,4,False,True,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
9260,Dwarf,Male,Sandstone,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
